nom;iso;lits
Centre de Recherche Linda Branson;JPN;4939
Institut Shirley Huff;JPN;9945
Centre Hospitalier Universitaire Carl Lindsey;JPN;5315
Centre de Recherche Joyce Bennett;JPN;2433
Centre Jeffrey Simmons;JPN;1384
Hôpital Irma Sather;JPN;6785
Centre Christopher Jurena;JPN;8551
Centre David Zeidler;JPN;4127
Centre de Recherche Harriet Nailon;JPN;7651
Centre Hospitalier Maurice Rosales;JPN;6123
Clinique Matt Richard;JPN;4469
Institut Willie Wells;JPN;1373
Centre de Recherche Eunice Tobin;JPN;8493
Centre Hospitalier Universitaire Paul Beardsley;JPN;2453
Clinique Bernard Allen;JPN;5723
Centre Médical Patricia Adams;JPN;6071
Centre Jerry Mosby;JPN;5269
Centre Fred Gunderson;JPN;5100
Institut Scott Johnson;JPN;6859
Clinique Ian Jorge;JPN;1427
Centre Hospitalier John Vannatter;JPN;3353
Centre Médical David Taylor;JPN;6904
Institut Roxann Watson;JPN;6884
Centre Henry Jaeger;JPN;8966
Centre Annmarie Larson;JPN;6487
Centre Hospitalier Universitaire Pam Kinsey;JPN;6256
Institut Glenda Semler;JPN;4230
Centre Hospitalier Claudia Balsley;JPN;7815
Centre Barbara Williams;JPN;7260
Institut Alma Blecha;JPN;2799
Centre Denise Wheatley;JPN;2628
Institut de Santé Lavonne Fuller;JPN;7710
Centre de Recherche Bryant Gates;JPN;963
Centre Kristen Larsen;JPN;7624
Institut de Santé Thomas Colon;JPN;3609
Centre Hospitalier Universitaire Thomas Chilson;JPN;1974
Centre James Corcoran;JPN;6200
Centre de Recherche Bonny Kim;JPN;821
Centre de Recherche Mary Dukes;JPN;3953
Centre Lawrence Bennett;JPN;4396
Centre de Recherche Nancy Phan;JPN;6448
Centre Hospitalier Sean Houston;JPN;5021
Centre de Recherche Renee Hooks;JPN;3474
Institut de Santé Jessica Moore;JPN;4265
Centre Médical Gilberto Shelnutt;JPN;692
Centre Theresa Shettler;JPN;9764
Centre Hospitalier Universitaire Thomas McLeod;JPN;6164
Centre de Recherche Paul Self;JPN;6903
Hôpital Pamela Lucero;JPN;5300
Hôpital Robert Spuhler;JPN;5800
Centre Médical Randy Tong;JPN;4586
Centre Hospitalier Sarah Cullison;JPN;4867
Centre Médical Ethel Santos;JPN;3953
Centre Hospitalier Universitaire Pat Young;JPN;1258
Institut de Santé Walter Sartor;JPN;3987
Institut Margaret Villarreal;JPN;4743
Centre de Recherche Leo Jimenez;JPN;9884
Centre Rex Cook;JPN;576
Hôpital Steven White;JPN;8853
Centre Joan Carlson;JPN;4047
Hôpital Robert Gooden;JPN;9458
Centre Médical Thomas Ford;JPN;941
Institut Susan McSpirit;JPN;7223
Centre Robin Rawlings;JPN;7781
Centre Hospitalier Jeanette Garner;JPN;6722
Centre Raymond Young;JPN;6743
Institut de Santé Glen Been;JPN;3415
Centre Debbie Bridgeman;JPN;1731
Institut de Santé Benny Conley;JPN;3105
Centre Hospitalier Universitaire Michael Campbell;JPN;920
Hôpital Debbie Williams;JPN;3433
Centre de Recherche Felipe Taylor;JPN;6431
Clinique Ruby Bankston;JPN;1656
Centre de Recherche Oscar Williams;JPN;5922
Centre Médical Alex Feulner;JPN;8045
Centre de Recherche Shirley Garcia;JPN;6588
Clinique Marilyn Pehrson;JPN;6711
Institut de Santé James Rivera;JPN;2284
Centre Médical Josephine Beckett;JPN;9382
Centre Henry Robinson;JPN;5139
Institut de Santé John Madrigal;JPN;2025
Centre Médical Tina Strong;JPN;9129
Institut de Santé Jesus Emler;JPN;643
Hôpital Lee Hale;JPN;5078
Centre de Recherche Matthew Daniels;JPN;3007
Centre de Recherche Jimmy Bell;JPN;3226
Institut Nancy Weatherly;JPN;516
Centre Hospitalier Lawrence Morris;JPN;1204
Centre de Recherche Jerry Weiss;JPN;4963
Centre Médical Martina Musgrave;JPN;2370
Centre Hospitalier Universitaire Eric Snyder;JPN;7228
Centre Mildred Marshall;JPN;5492
Centre Juan Jones;JPN;4375
Institut de Santé George Woodfin;JPN;2286
Centre de Recherche Kenneth Linzie;JPN;7967
Centre Sandra Hardy;JPN;8362
Centre William Bonacci;JPN;7328
Centre Hospitalier Annette Carney;JPN;2440
Hôpital Laura Guzman;JPN;3518
Centre Theresa Paige;JPN;9010
Centre Jared Miller;JPN;7307
Clinique Dennis Lovestrand;JPN;4785
Centre Médical Brooke Datcher;JPN;5219
Hôpital Marisol McNeely;JPN;5557
Centre Hospitalier Thomas Ashman;JPN;9041
Institut Lora Jameson;JPN;5977
Centre Hospitalier Tara Tabassum;JPN;969
Hôpital Kimberly Diaz;JPN;780
Hôpital Maureen Reyna;JPN;605
Institut de Santé Sarah Young;JPN;1190
Centre Médical Shawn Williamson;JPN;309
Clinique Gordon Arguijo;JOR;6425
Institut de Santé Robert Lewis;JOR;5502
Institut de Santé Paul Patino;JOR;592
Clinique Melida London;JOR;675
Centre Hospitalier Kate Jones;JOR;980
Centre Hospitalier Sean Shadwick;JOR;313
Centre Rico Yazzie;KAZ;7280
Clinique Irene McKnight;KAZ;2130
Centre Christina Bosco;KAZ;9626
Clinique Cynthia Light;KAZ;9239
Centre Médical Patricia Hendricks;KAZ;1623
Centre Hospitalier Florence Ovalle;KAZ;8904
Centre de Recherche Lloyd Rehling;KAZ;8639
Institut Terrence Arceneaux;KAZ;9624
Centre Hospitalier Richard Burgett;KAZ;1052
Clinique Dominic Cohen;KAZ;4734
Centre de Recherche Tracey Landon;KAZ;4939
Clinique Brenda Curry;KAZ;8737
Clinique Harriet Gallego;KAZ;724
Centre de Recherche Jody Porter;KAZ;812
Centre Médical Dolores Herring;KAZ;1778
Centre de Recherche James Geiger;KAZ;6390
Hôpital Michael Reyburn;KAZ;6187
Centre Hospitalier Universitaire Crystal Johnson;KAZ;966
Clinique Jay Hines;KAZ;7303
Institut de Santé Tami Selden;KAZ;6233
Centre Lisa Henson;KAZ;3434
Centre Richard Martinez;KAZ;2325
Hôpital Larry Tevis;KAZ;9468
Institut Carmen Pond;KAZ;1880
Centre Hospitalier Universitaire Mary Siam;KAZ;870
Centre Latoya York;KAZ;904
Centre Médical Misty Pack;KAZ;100
Institut de Santé Adam Montgomery;KEN;2158
Centre Hospitalier John Quick;KEN;6149
Centre Hospitalier Universitaire Barbara Weston;KEN;8681
Hôpital Norman Bailey;KEN;9232
Institut Harriet Cox;KEN;2129
Institut de Santé Mark Dorego;KEN;7349
Hôpital Steven Salazar;KEN;8233
Institut de Santé Michelle Garcia;KEN;9049
Clinique Courtney Hoang;KEN;1393
Centre Hospitalier Universitaire Elizabeth Connell;KEN;5772
Centre Hospitalier Mallory Redden;KEN;885
Centre Médical Nathan Anderson;KEN;3360
Institut de Santé Terri Aegerter;KEN;4103
Institut Cassandra Williams;KEN;3310
Institut de Santé Steve Robinson;KEN;3036
Centre Nanette Woods;KEN;489
Institut Terry Lopez;KWT;1731
Centre Hospitalier Universitaire Stephanie Smith;KWT;6046
Clinique Timothy Hartmann;KWT;753
Centre Médical Gary Walker;KWT;298
Centre Hospitalier Pamela Garcia;KGZ;9583
Clinique Willis Torrez;KGZ;8941
Centre Howard Morton;KGZ;8746
Hôpital Michael Cox;KGZ;1175
Centre Johnny Lane;KGZ;854
Centre de Recherche Charles Carlock;KGZ;324
Centre Mary Vasquez;LAO;7036
Hôpital Robert Falck;LAO;3199
Institut Allen Marts;LAO;672
Centre de Recherche Juana Miller;LAO;109
Centre Médical Ernest Jemison;LVA;2739
Centre Hospitalier Ramon Bach;LVA;6285
Centre Hospitalier Marian Nwachukwu;LVA;518
Centre de Recherche William Venezia;LVA;530
Hôpital Peter Yunk;LVA;443
Centre Clara O'Connell;LBN;2754
Hôpital Yong McConkey;LBN;9365
Centre Hospitalier Universitaire Pamela Laplante;LBN;2143
Institut Della Damron;LBN;1127
Institut de Santé Darren Feiler;LBN;2603
Institut de Santé Geoffrey Zara;LBN;1212
Centre Eric Gore;LBN;505
Centre Tracy Scott;LBN;142
Institut de Santé Trina Wiseman;LBR;3863
Hôpital Julia Song;LBR;207
Centre Hospitalier Universitaire Freddie Dimas;LBY;4463
Centre Médical Leroy Daoud;LBY;5580
Centre Hospitalier Wanda Brailsford;LBY;7770
Centre Fern Humphries;LBY;5767
Clinique Shani Sanz;LBY;738
Centre Eliza Klim;LBY;781
Centre Robert Becher;LBY;431
Centre de Recherche Kyle Johnson;LIE;133
Centre Médical Dana Dahmer;LTU;6682
Centre Hospitalier Universitaire Dennis Roy;LTU;6953
Centre Hospitalier Universitaire Jesse Guthrie;LTU;2572
Centre Hospitalier Universitaire Stacy Junquera;LTU;1052
Centre Hospitalier Cynthia Boyl;LTU;545
Centre Hospitalier Universitaire Blake Sluder;LTU;462
Hôpital Ronald Martin;LUX;981
Centre Hospitalier Robert Uyehara;LUX;592
Centre Paul Killham;LUX;1186
Centre Médical Louis Willis;LUX;274
Centre Nicole Malia;MDG;4096
Clinique Larue Stine;MDG;590
Institut de Santé Brenda Freeman;MDG;789
Centre Tyrone Esa;MDG;94
Institut de Santé Ethel Jones;MWI;5854
Institut de Santé Cleo Garcia;MWI;1213
Centre Gustavo Morris;MWI;2109
Centre Hospitalier Universitaire Vicky Abernathy;MWI;9189
Centre Hospitalier Universitaire Kenneth Croke;MWI;1938
Centre de Recherche Bernadette James;MWI;3454
Centre Hal Utke;MWI;621
Centre Hospitalier Universitaire Cari Duckwitz;MWI;495
Centre de Recherche Betty Gordon;MYS;3030
Centre James Davis;MYS;5831
Centre Anissa Prado;MYS;7610
Hôpital Forrest Toliver;MYS;8053
Centre Hospitalier Universitaire Gary Diaz;MYS;6886
Centre de Recherche Sandra Toay;MYS;4604
Centre Hospitalier Universitaire Mae Shaw;MYS;8245
Centre Médical Sheldon Petry;MYS;5349
Centre de Recherche Meredith Kennedy;MYS;716
Centre de Recherche Judy Christensen;MYS;7447
Clinique Reina Estes;MYS;1618
Hôpital James Merz;MYS;1031
Centre Hospitalier Universitaire Henry Reyes;MYS;845
Hôpital Edward Thompson;MYS;378
Clinique Jessie Baker;MLI;818
Centre Saundra Ramsey;MLI;1003
Centre Susan Jacks;MLI;318
Centre de Recherche Karen Monroe;MLT;648
Centre de Recherche Kasha Rabideau;MLT;776
Centre Médical Cody Rippey;MLT;504
Clinique Paul Friedman;MLT;491
Centre de Recherche Lauren Boggs;MHL;181
Centre Frances Sherman;MUS;2407
Centre de Recherche Arnette Flores;MUS;1160
Centre Ruth Wright;MUS;570
Centre Hospitalier Universitaire Gregory Daugherty;MUS;384
Institut de Santé Nancy Chilcott;MEX;4330
Centre Lisa Hagley;MEX;8087
Hôpital Sara Shannon;MEX;7529
Centre Hospitalier Universitaire Patricia Gilmore;MEX;7153
Centre de Recherche Darci Decesare;MEX;2986
Centre Hospitalier Eva Rhodes;MEX;6155
Centre de Recherche Christina Nikolaus;MEX;2943
Centre Médical Laura Metcalf;MEX;8327
Centre Hospitalier Lawrence Vaughan;MEX;9395
Hôpital Michael Roberts;MEX;5207
Centre de Recherche Celina Urban;MEX;2804
Centre Tim Dubach;MEX;8554
Centre Hospitalier Universitaire Kevin Little;MEX;1862
Centre Marilyn Gallagher;MEX;8735
Hôpital Bonny Jeter;MEX;5637
Centre Médical Willie Rice;MEX;1989
Centre Hospitalier Cody Graham;MEX;3561
Centre Hospitalier Wendy Peters;MEX;4168
Centre Hospitalier Universitaire Dale Mascolo;MEX;3810
Centre Hospitalier Margaret Willingham;MEX;4890
Centre Médical Louis Krueger;MEX;3089
Centre Hospitalier Lee Forrest;MEX;7675
Centre de Recherche Maria Thomas;MEX;6658
Centre Médical Katie Otero;MEX;7010
Institut Carolyn Larson;MEX;9828
Centre de Recherche Marie Lemmons;MEX;6275
Centre Médical Matthew Aderman;MEX;5674
Centre Chad Amos;MEX;8892
Centre de Recherche Betty Bilger;MEX;6614
Centre Hospitalier Universitaire Leah Sanders;MEX;3898
Clinique Amalia Cunningham;MEX;2919
Centre Médical Earl Bonner;MEX;1099
Centre Hospitalier Universitaire Jennifer Porter;MEX;469
Hôpital Karen Tollison;MDA;4108
Institut Sadie Baur;MDA;3104
Institut Rebecca Lundberg;MDA;9435
Centre de Recherche Maria Vandall;MDA;3071
Institut de Santé Latanya Villarreal;MDA;543
Institut Leroy McClain;MDA;2350
Centre Hospitalier Universitaire Elizabeth Shibley;MDA;574
Clinique Elizabeth Williams;MDA;222
Centre Hospitalier Ralph Bopp;MCO;540
Centre de Recherche Christopher Brown;MCO;95
Institut Karen Grant;MNG;4121
Centre Médical David Thomas;MNG;8162
Institut Philip Slaton;MNG;8223
Clinique William Pamatz;MNG;1598
Institut Joan Crosthwaite;MNG;594
Institut Dana Henderson;MNG;380
Centre Médical Annie Roth;MNE;2154
Hôpital John Parker;MNE;370
Institut de Santé George Poland;MAR;8248
Centre Mike Contreras;MAR;4970
Centre de Recherche Beth Bartholomew;MAR;8050
Centre Therese Catena;MAR;1355
Centre Sandra Miller;MAR;8770
Centre Médical Donna Wirtz;MAR;5387
Centre Médical Anne Peregrino;MAR;2270
Clinique Arthur Alcaraz;MAR;1050
Hôpital Nancy Frey;MAR;501
Centre Hospitalier Universitaire Virginia Wolfe;MAR;33
Centre Hospitalier Universitaire Judith Nunez;MOZ;1490
Centre de Recherche Billy Newman;MOZ;9977
Centre Médical Daniel Fahey;MOZ;4393
Centre de Recherche Jordan Criscione;MOZ;4419
Centre de Recherche Kathleen Hom;MOZ;1557
Centre de Recherche Tracey Dziedzic;MOZ;255
Hôpital Lucille Strickland;MMR;2224
Centre de Recherche Katherine Gore;MMR;7968
Centre Médical Kevin Deleon;MMR;4664
Centre Hospitalier Universitaire Gene Conquest;MMR;4961
Hôpital Tammy Maruca;MMR;9859
Hôpital Stephen Limas;MMR;2312
Centre Hospitalier Universitaire Chris Rojas;MMR;2383
Centre Hospitalier Douglas Hoffman;MMR;5780
Institut de Santé Diedre Rojas;MMR;7204
Hôpital John Zamora;MMR;675
Institut Russell Bell;MMR;572
Centre Sandy Hill;MMR;436
Centre Médical Ronald Alcorn;NRU;364
Clinique Dorothy Mehta;NPL;2738
Centre Ruth Harmer;NPL;3930
Centre Hospitalier Cindy Greenfield;NPL;1821
Clinique Blanche Eslinger;NPL;385
Institut de Santé Carlos Allis;NLD;9585
Hôpital Mary Visaya;NLD;4808
Centre Vita Felix;NLD;7485
Hôpital Christopher Jackson;NLD;1955
Centre Jeffery Zehner;NLD;4472
Clinique Bruce Hanrahan;NLD;6427
Centre Hospitalier Michelle Tilley;NLD;3012
Clinique Gregory Motta;NLD;7739
Hôpital Nannie McCaffery;NLD;7163
Institut de Santé Marcus Hallock;NLD;4241
Centre de Recherche Sandra Feather;NLD;325
Centre Charles Whipple;NZL;6784
Centre de Recherche Mario Reese;NZL;2852
Centre de Recherche Benjamin Millen;NZL;1461
Clinique Nancy Chandler;NZL;1309
Hôpital Richard Flores;NZL;259
Institut Jennifer Dimeco;NIC;5092
Hôpital Micheal Hatcher;NIC;603
Institut Robert Barnett;NIC;391
Centre Keith Perry;NER;3686
Centre de Recherche Nicholas Castellano;NER;982
Institut Rex McDavid;NER;1405
Institut de Santé Stacy Perez;NER;938
Clinique Kristi Jones;NER;412
Centre Hospitalier Universitaire Armando Vella;MKD;6152
Institut Lillie Parsons;MKD;2625
Centre de Recherche Joseph Rine;MKD;429
Centre de Recherche Thomas Morgan;NOR;2064
Centre Robert Dalton;NOR;9544
Centre Peggy Martinez;NOR;3538
Centre Médical Martha Clark;NOR;1047
Centre de Recherche Jenna Giambalvo;NOR;1551
Institut de Santé Daniel Hexom;NOR;1390
Clinique Jack Wirts;NOR;465
Hôpital John Haley;OMN;1301
Centre William Mahoney;OMN;3641
Centre de Recherche Mark Welborn;OMN;2916
Centre Hospitalier Sue Blair;OMN;348
Centre Jesse Snipes;PAK;8517
Centre Martha Bakke;PAK;7892
Centre de Recherche Charlotte Krueger;PAK;2448
Institut Lucille Dehoff;PAK;9070
Centre Hospitalier Natasha Schuette;PAK;3785
Institut Jason Hammer;PAK;3947
Centre de Recherche Jody Gonsalez;PAK;751
Hôpital Stephen Loman;PAK;4306
Centre de Recherche Bill Ferraro;PAK;6545
Hôpital David Hamilton;PAK;3720
Centre Deborah Breaux;PAK;776
Centre de Recherche Ernest Tarallo;PAK;8803
Centre Hospitalier Richard Burstein;PAK;1099
Centre Hospitalier Universitaire John Ash;PAK;5837
Centre de Recherche Nina Vanderheyden;PAK;9612
Centre de Recherche Ken Helton;PAK;2450
Clinique John Reich;PAK;9932
Centre de Recherche Thomas Lewis;PAK;7141
Centre de Recherche John Abt;PAK;9931
Clinique John Snodgrass;PAK;2783
Institut de Santé Ronald Damato;PAK;8175
Centre de Recherche Jeanette Williams;PAK;629
Institut Barbara Martinez;PAK;7054
Centre Médical William Cannon;PAK;3910
Centre Médical Hester Debari;PAK;2807
Centre de Recherche Donald Scoles;PAK;544
Centre Lynn Meyers;PAK;354
Centre de Recherche Lillie Farias;PAN;6860
Institut Matthew Hodges;PAN;623
Clinique James Ramos;PAN;1208
Clinique Mildred Ramirez;PAN;642
Centre de Recherche Cindy Harry;PAN;524
Centre Hospitalier Universitaire Juan Huett;PAN;460
Centre Danielle Kim;PRY;5265
Centre Hospitalier Victor Phipps;PRY;3807
Centre Andrea Corpus;PRY;319
Centre Sylvia Schenck;PER;6388
Institut Mary Patneaude;PER;1481
Centre de Recherche Bonnie Martinez;PER;7698
Centre Hospitalier Veronica Barnes;PER;3828
Centre Médical Robert Pigg;PER;2366
Institut de Santé Ryan Schmitt;PER;9675
Centre Médical Charles Mathieu;PER;8606
Centre Médical James Baquero;PER;1967
Clinique Joyce McCoy;PER;6403
Institut William Daniel;PER;1220
Centre Hospitalier Universitaire Lori Walker;PER;2380
Centre Veronica Allan;PER;600
Institut de Santé Rita Regin;PER;214
Centre de Recherche Ronald Woodward;PHL;9803
Institut Todd Lenhardt;PHL;6626
Centre Hospitalier Zenobia Strong;PHL;7338
Centre Hospitalier Universitaire Sook Desmond;PHL;6485
Centre Hospitalier Marc Shupe;PHL;3845
Institut Malcolm King;PHL;3224
Centre de Recherche Britney Durousseau;PHL;7094
Centre de Recherche Lindy Goldsby;PHL;8304
Centre Geoffrey Hartle;PHL;4126
Centre Hospitalier Susan McMullan;PHL;7601
Centre Hospitalier Universitaire Sarah Canter;PHL;571
Hôpital George Houchens;PHL;2758
Institut de Santé Sherry Delossantos;PHL;4345
Institut Kelley Granfield;PHL;9953
Centre de Recherche Kenneth Bright;PHL;7286
Centre Hospitalier Universitaire Robert Gaul;PHL;1645
Clinique Floyd Wonder;PHL;9085
Centre de Recherche Charles Petersen;PHL;5366
Institut Angela Hirsch;PHL;3549
Centre de Recherche Eugene Thelen;PHL;525
Institut Natalie Putnam;PHL;407
Centre Hospitalier Emile Lopez;POL;1919
Centre Dennis Newton;POL;1732
Clinique James McKinney;POL;4855
Centre Robert Cornett;POL;550
Centre Hospitalier Universitaire Josh Rohrer;POL;7086
Centre James Brown;POL;2533
Hôpital Karen Ladner;POL;725
Clinique Derek Black;POL;1411
Centre Hospitalier Kevin Marria;POL;5734
Clinique Frances Martinez;POL;7446
Centre de Recherche Christopher Miller;POL;6795
Centre Mae Paro;POL;8132
Hôpital Eduardo Raymond;POL;6481
Institut de Santé Mary Covey;POL;8657
Institut Sharon Serdar;POL;2395
Centre Hospitalier Patrica Quillin;POL;2235
Institut Johnnie Cristan;POL;9728
Centre Thomas White;POL;1387
Centre de Recherche Terry Courter;POL;6406
Centre Hospitalier Universitaire Dale Lee;POL;3134
Centre Marvin Diaz;POL;3674
Hôpital Robert Wilson;POL;1240
Centre Hospitalier Johnny Gordon;POL;5964
Institut de Santé Jessica Lichtenstein;POL;7609
Centre Alfredo Brown;POL;6826
Institut de Santé Alberto Santos;POL;6311
Clinique Brent Hernandez;POL;628
Centre de Recherche Henry Roberson;POL;3303
Centre Médical Amanda Schmiedeberg;POL;8094
Centre Médical Edward Khan;POL;1517
Institut de Santé Tracey Levine;POL;1073
Clinique Cheryl Larsen;POL;2056
Institut Mary Hansen;POL;5081
Centre Debra Jame;POL;5682
Centre Hospitalier Margaret Hutchin;POL;8514
Centre Hospitalier Universitaire Mary Asaro;POL;8661
Centre Hospitalier Universitaire Rebecca Kaber;POL;6545
Centre Karla Baldwin;POL;9135
Centre Médical Gary Wilkerson;POL;8467
Clinique James Sales;POL;1416
Hôpital Curtis Ellis;POL;7593
Institut de Santé Christine Webb;POL;5243
Centre Hospitalier Universitaire Thomas Libby;POL;9200
Hôpital Jane Murphy;POL;9399
Hôpital Stephen Shin;POL;9820
Institut Carl Cotton;POL;9138
Clinique Douglas Chiappinelli;POL;5036
Centre Hospitalier Universitaire Gina Williamson;POL;1907
Clinique Erica Joslin;POL;556
Centre Hospitalier Rhonda Jacoby;POL;739
Centre Kathleen Archer;POL;664
Clinique John French;POL;278
Centre Hospitalier Universitaire Richard Shaffer;PRT;4428
Centre Hospitalier Universitaire Tammy Moto;PRT;7434
Centre Hospitalier Martha Smith;PRT;9786
Hôpital Herminia Jones;PRT;5233
Institut Patricia Nason;PRT;4099
Hôpital Ruth Brunet;PRT;2451
Centre Maria Price;PRT;903
Hôpital James Kang;PRT;304
Centre de Recherche Bruce Liebenow;QAT;859
Centre de Recherche Barbara Lassiter;QAT;579
Centre de Recherche George Smith;QAT;1584
Centre Hospitalier Universitaire Jason Pope;QAT;455
Centre Hospitalier Universitaire Deanne Haseman;ROU;5007
Centre Médical Lou Cheshire;ROU;7448
Centre Hospitalier Patsy Johnston;ROU;8888
Hôpital Michael Romanovsky;ROU;9932
Clinique Lisa Babbitt;ROU;8265
Centre de Recherche Alex Finnan;ROU;9978
Centre Hospitalier Universitaire Laura Phillips;ROU;2903
Centre Joy Ruano;ROU;2011
Clinique Kathleen Cotman;ROU;8750
Centre Hospitalier Universitaire Paul Lewis;ROU;8758
Institut de Santé Geneva Harris;ROU;4358
Centre Josephine Schnepf;ROU;5146
Institut de Santé Nathan Rembert;ROU;1502
Institut de Santé Traci Berger;ROU;3519
Centre Hospitalier Carol Tolo;ROU;6951
Centre Médical Eric Romanski;ROU;8872
Centre Dale Fisher;ROU;2423
Centre Frances Ely;ROU;6550
Institut Danny Monaghan;ROU;2615
Centre Victor Lim;ROU;4760
Institut de Santé Irina Simms;ROU;7331
Clinique Sheri Jones;ROU;1526
Institut Robert Bloom;ROU;3689
Centre Médical Kelli Moakley;ROU;567
Centre Keith Crowder;ROU;547
Centre Médical Andre Wilson;ROU;294
Centre de Recherche Robert Gomez;RUS;3500
Centre de Recherche Jason Brewer;RUS;7399
Hôpital Karen Baldridge;RUS;4141
Clinique Gary Montanez;RUS;3807
Centre de Recherche Wayne Castillo;RUS;2573
Centre de Recherche Chris Ortiz;RUS;4648
Centre de Recherche Rita Thomson;RUS;7310
Centre de Recherche Michael Story;RUS;6301
Centre Hospitalier Universitaire Robert Harbert;RUS;2985
Centre Hospitalier Universitaire Ryan Harris;RUS;7904
Clinique Brenda Valdez;RUS;5831
Institut de Santé Jerry Ramsey;RUS;2581
Centre Hospitalier Universitaire Mark Galanes;RUS;1114
Institut de Santé Robert Dillon;RUS;9805
Centre Hospitalier Universitaire Joann Shuman;RUS;2652
Centre de Recherche Theresa Plamann;RUS;7323
Clinique Kent Koncz;RUS;4224
Institut William Beaugh;RUS;8489
Centre de Recherche Albertha Pera;RUS;7175
Centre Paul Pearson;RUS;3068
Centre Médical Brenda Lim;RUS;5362
Centre Hospitalier Marta Dion;RUS;2330
Hôpital Alexandra Walker;RUS;9799
Centre Lynne Sanford;RUS;6658
Hôpital Shannon Wallingford;RUS;5575
Institut James Kenyon;RUS;2217
Centre Kenneth Santillan;RUS;5045
Institut Daren Crawford;RUS;2803
Centre Charles Phillips;RUS;2667
Centre Angela Williams;RUS;9076
Centre Hospitalier Universitaire Sharon Galano;RUS;4891
Centre Kris Winters;RUS;3743
Centre de Recherche Justin Szydlowski;RUS;529
Centre Don Anderson;RUS;2491
Centre Hospitalier Universitaire Robert Cole;RUS;858
Hôpital Jessica Simington;RUS;7074
Centre Médical Mary Downs;RUS;3557
Centre Hospitalier Universitaire Mary Bailey;RUS;4429
Institut de Santé Joseph Scott;RUS;4217
Centre Robert Sasse;RUS;9470
Centre Hospitalier Brenda Gore;RUS;6791
Centre John Figuero;RUS;8118
Centre Hospitalier Universitaire James Niemiec;RUS;5886
Centre de Recherche Ruth Lobdell;RUS;4529
Centre Harold Searls;RUS;6941
Centre Hugo Lathan;RUS;1955
Centre Jennifer Sereno;RUS;2457
Centre Bryan Miller;RUS;5540
Centre Hospitalier Universitaire Stefanie Daniels;RUS;9722
Centre de Recherche Diana Otto;RUS;7965
Centre Hospitalier Dennis Renshaw;RUS;1453
Centre Lynne Williams;RUS;769
Centre de Recherche Sandra Turk;RUS;991
Centre Médical Kathy Cox;RUS;5255
Centre Médical Merrill Phung;RUS;7316
Centre Hospitalier Albert Cobb;RUS;9553
Institut Norma Lady;RUS;8565
Centre Hospitalier Universitaire Donald Welage;RUS;3565
Centre Hospitalier Universitaire Steve Smith;RUS;3867
Institut Virginia Yoder;RUS;6875
Hôpital Joseph Avrit;RUS;1382
Institut de Santé Dolly Sabo;RUS;5534
Centre Joanne Romero;RUS;1098
Institut de Santé Tony Saucerman;RUS;5918
Institut Wilma Antol;RUS;2198
Institut Velma Poirot;RUS;6577
Clinique Walter Nock;RUS;4610
Hôpital Mark Jones;RUS;6003
Centre de Recherche Stephen Sloan;RUS;1234
Hôpital Robert Brubaker;RUS;6080
Centre Médical David Driver;RUS;4359
Centre Hospitalier Donna Robinson;RUS;5284
Clinique Jack Libassi;RUS;4420
Centre de Recherche Abby McKitrick;RUS;9057
Centre Santos Rummage;RUS;4297
Centre de Recherche Leslie Udy;RUS;7294
Institut de Santé Rolando Gonzales;RUS;2340
Clinique Josie Toth;RUS;5283
Institut de Santé Robert Neeson;RUS;6695
Centre Jesse Gray;RUS;2759
Centre Teresa Frazier;RUS;5269
Centre Médical Hazel Potter;RUS;3287
Institut de Santé Carmen Lincoln;RUS;2854
Clinique John Dougherty;RUS;9347
Institut David Arcos;RUS;3122
Institut Carol Reighard;RUS;8749
Institut de Santé John Smith;RUS;2821
Institut de Santé Donald Payne;RUS;1199
Institut Kenneth Kimbrell;RUS;3823
Institut Armand Johnson;RUS;9448
Hôpital Marcus Epstein;RUS;1641
Centre Mark Whitson;RUS;4067
Centre Médical Ruben Carpenter;RUS;1081
Hôpital Juan Batton;RUS;2777
Centre Hospitalier William Schumann;RUS;7964
Hôpital Ann Barnes;RUS;3930
Centre de Recherche Ellen Rosky;RUS;2483
Centre Médical Regina Valerio;RUS;4214
Centre Hospitalier Dawn Birney;RUS;6161
Clinique William Downing;RUS;2048
Centre Hospitalier Universitaire Nicole Leja;RUS;1526
Institut Kenneth Kaminski;RUS;1358
Institut de Santé Pamela Lee;RUS;7309
Institut de Santé Dorothy Reiner;RUS;3576
Centre Médical Thelma Sabic;RUS;887
Centre de Recherche Rocky Harris;RUS;8466
Institut de Santé Belinda Maher;RUS;5328
Centre Médical Betty Altman;RUS;8193
Centre Médical Earl Jones;RUS;9731
Hôpital Deborah Henderson;RUS;4451
Centre de Recherche Alfred Hennessy;RUS;8859
Institut de Santé Rebecca Decoteau;RUS;3397
Centre Hospitalier Jeffrey Sampson;RUS;6059
Centre Médical Peggy Correia;RUS;629
Centre de Recherche Jeff Wong;RUS;504
Institut de Santé Colleen Obert;RUS;2044
Clinique Michael Hecht;RUS;2954
Hôpital Vincent Brabham;RUS;8878
Centre de Recherche Noel Vargas;RUS;9999
Centre Hospitalier Megan Alverson;RUS;8516
Centre Médical Joyce Smith;RUS;2309
Centre Hospitalier Rosetta Lamp;RUS;1598
Institut de Santé Rachel Aguilar;RUS;3742
Centre Médical Paul Mun;RUS;3540
